Page,Broken Link,Section
https://utep.edu/,https://utepminers.com/?utep-home,Unknown,https://utepminers.com/?utep-home
https://utep.edu/,https://www.linkedin.com/school/the-university-of-texas-at-el-paso/,Unknown,https://www.linkedin.com/school/the-university-of-texas-at-el-paso/
https://utep.edu/,http://sao.fraud.state.tx.us/?utep-home,Unknown,Invalid URL
