Page,Broken Link,Section,Relative Link,Link Name
https://www.utep.edu/cs/undergraduate/cs1301_fall2021_learningoutcomes.html,https://www.utep.edu/graduate/_Files/docs/admission-and-enrollment/fast-track.pdf,Main Content,https://www.utep.edu/graduate/_Files/docs/admission-and-enrollment/fast-track.pdf,here
